gene_id,gene_name,mean_promoter_ncpg,samples_with_data
ENSSSCG00000010610,ENSSSCG00000010610,18.75,42
ENSSSCG00000010613,ITPRIP,168.3181818181818,44
ENSSSCG00000010614,CFAP58,26.886363636363637,42
ENSSSCG00000010617,SORCS3,107.75,44
ENSSSCG00000010620,XPNPEP1,143.5681818181818,44
ENSSSCG00000010621,ADD3,4.7272727272727275,36
ENSSSCG00000010625,SMC3,57.22727272727273,44
ENSSSCG00000010626,RBM20,51.63636363636363,44
ENSSSCG00000010627,PDCD4,37.29545454545455,43
ENSSSCG00000010628,SHOC2,80.8409090909091,44
ENSSSCG00000010629,ADRA2A,231.9090909090909,44
ENSSSCG00000010631,GPAM,115.1590909090909,44
ENSSSCG00000010632,TECTB,12.954545454545455,39
ENSSSCG00000010635,ZDHHC6,2.2954545454545454,33
ENSSSCG00000010638,TCF7L2,13.931818181818182,42
ENSSSCG00000010639,HABP2,16.25,44
ENSSSCG00000010640,NRAP,6.636363636363637,36
ENSSSCG00000010645,NHLRC2,34.36363636363637,42
ENSSSCG00000010647,ADRB1,130.72727272727272,44
ENSSSCG00000010648,CCDC186,106.9090909090909,44
ENSSSCG00000010649,VWA2,58.97727272727273,44
ENSSSCG00000010650,AFAP1L2,115.79545454545455,44
ENSSSCG00000010651,ABLIM1,58.40909090909091,44
ENSSSCG00000010652,FHIP2A,53.61363636363637,44
ENSSSCG00000010653,TRUB1,38.75,43
ENSSSCG00000010654,ATRNL1,128.88636363636363,44
ENSSSCG00000010655,GFRA1,372.4318181818182,44
ENSSSCG00000010656,CCDC172,17.022727272727273,41
ENSSSCG00000010657,PNLIPRP3,2.909090909090909,33
ENSSSCG00000010658,PNLIP,13.840909090909092,39
ENSSSCG00000010659,PNLIPRP1,11.727272727272727,42
ENSSSCG00000010660,PNLIPRP2,13.840909090909092,44
ENSSSCG00000010664,ENO4,1.5227272727272727,32
ENSSSCG00000010665,SHTN1,143.04545454545453,44
ENSSSCG00000010666,VAX1,360.5681818181818,44
ENSSSCG00000010669,ENSSSCG00000010669,268.6136363636364,44
ENSSSCG00000010672,RAB11FIP2,183.0909090909091,44
ENSSSCG00000010674,FAM204A,89.75,44
ENSSSCG00000010680,DENND10,6.045454545454546,36
ENSSSCG00000010681,SFXN4,159.20454545454547,44
ENSSSCG00000010682,PRDX3,104.77272727272727,44
ENSSSCG00000010683,GRK5,98.72727272727273,44
ENSSSCG00000010685,TIAL1,82.86363636363636,44
ENSSSCG00000010687,INPP5F,31.863636363636363,43
ENSSSCG00000010688,MCMBP,226.5,44
ENSSSCG00000010690,SEC23IP,42.70454545454545,43
ENSSSCG00000010691,PLPP4,36.29545454545455,43
ENSSSCG00000010692,WDR11,28.636363636363637,44
ENSSSCG00000010698,FGFR2,329.27272727272725,44
ENSSSCG00000010699,ATE1,50.31818181818182,44
ENSSSCG00000010700,NSMCE4A,236.4090909090909,44
ENSSSCG00000010701,BTBD16,39.61363636363637,41
ENSSSCG00000010702,PLEKHA1,53.36363636363637,43
ENSSSCG00000010703,HTRA1,33.70454545454545,44
ENSSSCG00000010706,SAMD4B,91.6590909090909,44
ENSSSCG00000010717,C14H10orf120,3.6136363636363638,32
ENSSSCG00000010718,ENSSSCG00000010718,31.272727272727273,42
ENSSSCG00000010719,ENSSSCG00000010719,76.81818181818181,44
ENSSSCG00000010721,PSTK,52.68181818181818,44
ENSSSCG00000010723,ACADSB,113.79545454545455,44
ENSSSCG00000010724,HMX3,185.45454545454547,44
ENSSSCG00000010725,HMX2,96.75,44
ENSSSCG00000010726,BUB3,116.75,44
ENSSSCG00000010727,GPR26,131.1818181818182,44
ENSSSCG00000010728,CPXM2,257.0,44
ENSSSCG00000010732,FAM53B,181.11363636363637,44
ENSSSCG00000010733,NKX1-2,206.3409090909091,44
ENSSSCG00000010734,OAT,197.9318181818182,44
ENSSSCG00000010735,LHPP,45.45454545454545,43
ENSSSCG00000010737,ABRAXAS2,141.5909090909091,44
ENSSSCG00000010738,ZRANB1,128.9318181818182,44
ENSSSCG00000010739,ENSSSCG00000010739,514.25,44
ENSSSCG00000010741,EDRF1,101.81818181818181,44
ENSSSCG00000010742,UROS,0.6363636363636364,23
ENSSSCG00000010743,BCCIP,83.5,44
ENSSSCG00000010745,FANK1,171.3409090909091,44
ENSSSCG00000010746,ADAM12,178.8181818181818,44
ENSSSCG00000010747,C10orf90,60.81818181818182,44
ENSSSCG00000010752,FOXI2,100.18181818181819,44
ENSSSCG00000010753,CLRN3,57.29545454545455,44
ENSSSCG00000010755,PTPRE,135.22727272727272,44
ENSSSCG00000010756,MGMT,57.31818181818182,44
ENSSSCG00000010757,EBF3,496.77272727272725,44
ENSSSCG00000010759,GLRX3,103.31818181818181,44
ENSSSCG00000010761,STK32C,412.47727272727275,44
ENSSSCG00000010762,DPYSL4,164.3409090909091,44
ENSSSCG00000010764,LRRC27,124.68181818181819,44
ENSSSCG00000010765,INPP5A,169.13636363636363,44
ENSSSCG00000010768,CFAP46,237.8409090909091,44
ENSSSCG00000010770,ENSSSCG00000010770,116.61363636363636,44
ENSSSCG00000010771,ENSSSCG00000010771,111.36363636363636,44
ENSSSCG00000010772,ADAM8,192.54545454545453,44
ENSSSCG00000010774,ZNF511,122.77272727272727,44
ENSSSCG00000010779,SYCE1,176.13636363636363,44
ENSSSCG00000010780,CYP2E1,21.977272727272727,44
ENSSSCG00000010782,ENSSSCG00000010782,25.681818181818183,42
ENSSSCG00000010787,SCART1,16.477272727272727,41
ENSSSCG00000010791,FUOM,240.9090909090909,44
ENSSSCG00000010792,ENSSSCG00000010792,99.61363636363636,44
ENSSSCG00000010794,PALB2,35.95454545454545,42
ENSSSCG00000010795,NDUFAB1,52.06818181818182,44
ENSSSCG00000010797,EARS2,34.63636363636363,42
ENSSSCG00000010798,GGA2,60.72727272727273,44
ENSSSCG00000010799,COG7,44.06818181818182,42
ENSSSCG00000010800,B3GALT2,15.522727272727273,42
ENSSSCG00000010801,CDC73,261.97727272727275,44
ENSSSCG00000010802,UCHL5,192.75,44
ENSSSCG00000010811,KCTD3,144.11363636363637,44
ENSSSCG00000010814,ESRRG,60.86363636363637,44
ENSSSCG00000010816,TGFB2,58.52272727272727,44
ENSSSCG00000010817,LYPLAL1,41.38636363636363,44
ENSSSCG00000010820,ENSSSCG00000010820,38.40909090909091,44
ENSSSCG00000010821,EPRS1,182.9090909090909,44
ENSSSCG00000010822,BPNT1,10.863636363636363,39
ENSSSCG00000010823,IARS2,62.45454545454545,44
ENSSSCG00000010824,RAB3GAP2,205.47727272727272,44
ENSSSCG00000010825,MARK1,233.5,44
ENSSSCG00000010826,MTARC2,105.88636363636364,44
ENSSSCG00000010829,MTARC1,63.61363636363637,44
ENSSSCG00000010831,DUSP10,249.20454545454547,44
ENSSSCG00000010832,HHIPL2,144.5681818181818,44
ENSSSCG00000010833,TAF1A,60.75,44
ENSSSCG00000010834,MIA3,72.43181818181819,44
ENSSSCG00000010835,AIDA,27.318181818181817,44
ENSSSCG00000010836,BROX,15.204545454545455,40
ENSSSCG00000010837,FAM177B,46.04545454545455,44
ENSSSCG00000010840,RGS7,0.5909090909090909,23
ENSSSCG00000010849,WDR26,258.3181818181818,44
ENSSSCG00000010853,EPHX1,27.113636363636363,43
ENSSSCG00000010854,TMEM63A,194.20454545454547,44
ENSSSCG00000010855,PYCR2,150.8181818181818,44
ENSSSCG00000010858,SDE2,96.97727272727273,44
ENSSSCG00000010860,PSEN2,38.02272727272727,41
ENSSSCG00000010861,COQ8A,44.27272727272727,44
ENSSSCG00000010862,CDC42BPA,222.63636363636363,44
ENSSSCG00000010863,AHCTF1,55.79545454545455,44
ENSSSCG00000010865,EXO1,50.45454545454545,44
ENSSSCG00000010866,SCCPDH,127.31818181818181,44
ENSSSCG00000010868,BECN2,25.772727272727273,43
ENSSSCG00000010872,AKT3,258.79545454545456,44
ENSSSCG00000010874,ADSS2,174.4318181818182,44
ENSSSCG00000010876,DESI2,68.20454545454545,44
ENSSSCG00000010877,HNRNPU,352.5681818181818,44
ENSSSCG00000010878,EFCAB2,39.65909090909091,43
ENSSSCG00000010879,KIF26B,25.954545454545453,44
ENSSSCG00000010882,CNST,73.0909090909091,44
ENSSSCG00000010884,ENSSSCG00000010884,115.70454545454545,44
ENSSSCG00000010885,TLR5,146.5909090909091,44
ENSSSCG00000010888,CCDC185,27.136363636363637,44
ENSSSCG00000010892,KCNT2,157.6590909090909,44
ENSSSCG00000010893,ENSSSCG00000010893,18.454545454545453,44
ENSSSCG00000010894,TP53BP2,268.9318181818182,44
ENSSSCG00000010896,ASPM,150.45454545454547,44
ENSSSCG00000010897,ZBTB41,211.1590909090909,44
ENSSSCG00000010900,DENND1B,207.9090909090909,44
ENSSSCG00000010903,LHX9,127.47727272727273,44
ENSSSCG00000010904,NEK7,54.95454545454545,44
ENSSSCG00000010908,PTPRC,29.40909090909091,42
ENSSSCG00000010911,ZNF281,377.27272727272725,44
ENSSSCG00000010912,KIF14,101.9090909090909,44
ENSSSCG00000010915,NAV1,101.06818181818181,44
ENSSSCG00000010922,ELF3,95.0909090909091,44
ENSSSCG00000010923,UBE2T,192.6818181818182,44
ENSSSCG00000010925,PPP1R12B,64.72727272727273,44
ENSSSCG00000010926,SYT2,327.1136363636364,44
ENSSSCG00000010928,KDM5B,308.70454545454544,44
ENSSSCG00000010929,CYB5R1,114.0,44
ENSSSCG00000010931,ADIPOR1,106.22727272727273,44
ENSSSCG00000010936,ENSSSCG00000010936,6.613636363636363,38
ENSSSCG00000010937,HSD17B3,3.0,36
ENSSSCG00000010941,ERCC6L2,85.02272727272727,44
ENSSSCG00000010943,ENSSSCG00000010943,250.52272727272728,44
ENSSSCG00000010947,FBP2,23.704545454545453,42
ENSSSCG00000010948,CTSL,112.02272727272727,44
ENSSSCG00000010949,DAPK1,258.0681818181818,44
ENSSSCG00000010952,ENSSSCG00000010952,14.954545454545455,41
ENSSSCG00000010954,ENSSSCG00000010954,21.681818181818183,44
ENSSSCG00000010955,GOLM1,123.8409090909091,44
ENSSSCG00000010956,NAA35,145.8409090909091,44
ENSSSCG00000010957,AGTPBP1,88.06818181818181,44
ENSSSCG00000010959,NTRK2,280.1818181818182,44
ENSSSCG00000010960,SLC28A3,20.15909090909091,41
ENSSSCG00000010962,FRMD3,78.47727272727273,44
ENSSSCG00000010966,CCL19,19.40909090909091,44
ENSSSCG00000010967,CCL27,18.181818181818183,43
ENSSSCG00000010968,IL11RA,92.29545454545455,44
ENSSSCG00000010969,GALT,117.43181818181819,44
ENSSSCG00000010971,ARID3C,91.31818181818181,44
ENSSSCG00000010972,DCTN3,40.84090909090909,44
ENSSSCG00000010973,RPP25L,79.20454545454545,44
ENSSSCG00000010974,CNTFR,197.52272727272728,44
ENSSSCG00000010980,SPMIP6,30.954545454545453,44
ENSSSCG00000010981,NUDT2,0.8181818181818182,23
ENSSSCG00000010984,KIF24,66.0,44
ENSSSCG00000010987,UBAP2,102.31818181818181,44
ENSSSCG00000010990,NOL6,42.72727272727273,44
ENSSSCG00000010992,ENSSSCG00000010992,18.59090909090909,44
ENSSSCG00000010996,BAG1,40.02272727272727,43
ENSSSCG00000010997,SPINK4,49.43181818181818,44
ENSSSCG00000010999,SMU1,29.90909090909091,44
ENSSSCG00000011000,DNAJA1,31.363636363636363,43
ENSSSCG00000011002,TMEM215,109.43181818181819,44
ENSSSCG00000011003,NDUFB6,9.136363636363637,42
ENSSSCG00000011004,TOPORS,8.068181818181818,33
ENSSSCG00000011010,C9orf72,36.68181818181818,44
ENSSSCG00000011011,IFNK,9.977272727272727,40
ENSSSCG00000011013,WAC,96.8409090909091,44
ENSSSCG00000011014,BAMBI,143.13636363636363,44
ENSSSCG00000011018,MTPAP,21.454545454545453,43
ENSSSCG00000011020,JCAD,23.25,41
ENSSSCG00000011022,SVIL,8.295454545454545,39
ENSSSCG00000011023,ZNF438,122.9090909090909,44
ENSSSCG00000011025,ZEB1,89.5909090909091,44
ENSSSCG00000011026,ARHGAP12,214.27272727272728,44
ENSSSCG00000011027,KIF5B,183.27272727272728,44
ENSSSCG00000011028,EPC1,31.863636363636363,44
ENSSSCG00000011030,CUBN,23.272727272727273,43
ENSSSCG00000011033,VIM,88.0909090909091,43
ENSSSCG00000011034,ST8SIA6,260.27272727272725,44
ENSSSCG00000011036,STAM,49.68181818181818,44
ENSSSCG00000011037,TMEM236,22.454545454545453,43
ENSSSCG00000011038,MRC1,7.590909090909091,40
ENSSSCG00000011039,SLC39A12,30.204545454545453,43
ENSSSCG00000011040,CACNB2,90.95454545454545,44
ENSSSCG00000011041,NSUN6,88.45454545454545,44
ENSSSCG00000011042,RSU1,26.09090909090909,41
ENSSSCG00000011043,C1QL3,110.54545454545455,44
ENSSSCG00000011045,MINDY3,41.84090909090909,44
ENSSSCG00000011046,ITGA8,50.97727272727273,43
ENSSSCG00000011047,FAM171A1,91.29545454545455,44
ENSSSCG00000011048,SUV39H2,231.95454545454547,44
ENSSSCG00000011049,DCLRE1C,39.40909090909091,44
ENSSSCG00000011056,FRMD4A,12.659090909090908,43
ENSSSCG00000011059,ENSSSCG00000011059,109.04545454545455,44
ENSSSCG00000011060,GAD2,249.8181818181818,44
ENSSSCG00000011061,PDSS1,174.5909090909091,44
ENSSSCG00000011064,ACBD5,149.22727272727272,44
ENSSSCG00000011065,MASTL,88.88636363636364,44
ENSSSCG00000011068,ENSSSCG00000011068,9.704545454545455,41
ENSSSCG00000011069,ODAD2,116.31818181818181,44
ENSSSCG00000011070,MPP7,168.72727272727272,44
ENSSSCG00000011074,ARHGAP21,148.97727272727272,44
ENSSSCG00000011075,KIAA1217,35.84090909090909,44
ENSSSCG00000011076,OTUD1,2.159090909090909,29
ENSSSCG00000011077,MSRB2,122.86363636363636,44
ENSSSCG00000011078,ARMC3,60.27272727272727,44
ENSSSCG00000011079,PIP4K2A,100.93181818181819,44
ENSSSCG00000011080,SPAG6,180.02272727272728,44
ENSSSCG00000011081,BMI1,345.29545454545456,44
ENSSSCG00000011082,COMMD3,1.6818181818181819,28
ENSSSCG00000011085,MLLT10,241.97727272727272,44
ENSSSCG00000011087,SKIDA1,32.95454545454545,44
ENSSSCG00000011090,NEBL,145.45454545454547,44
ENSSSCG00000011101,ITGB1,81.88636363636364,44
ENSSSCG00000011102,NRP1,289.25,44
ENSSSCG00000011103,PARD3,382.8181818181818,44
ENSSSCG00000011104,CUL2,180.38636363636363,44
ENSSSCG00000011106,ENSSSCG00000011106,13.931818181818182,41
ENSSSCG00000011107,CCNY,139.6590909090909,44
ENSSSCG00000011110,CCDC3,106.72727272727273,44
ENSSSCG00000011111,CAMK1D,386.20454545454544,44
ENSSSCG00000011113,NUDT5,92.8409090909091,44
ENSSSCG00000011114,SEC61A2,178.3409090909091,44
ENSSSCG00000011117,UPF2,3.3863636363636362,38
ENSSSCG00000011119,ECHDC3,191.9318181818182,44
ENSSSCG00000011120,USP6NL,97.27272727272727,44
ENSSSCG00000011125,GATA3,328.25,44
ENSSSCG00000011127,TAF3,147.4318181818182,44
ENSSSCG00000011128,ITIH2,92.45454545454545,44
ENSSSCG00000011129,ITIH5,47.09090909090909,44
ENSSSCG00000011131,PRKCQ,26.681818181818183,43
ENSSSCG00000011133,PFKFB3,370.9318181818182,44
ENSSSCG00000011134,RBM17,254.1590909090909,44
ENSSSCG00000011136,TASOR2,21.295454545454547,42
ENSSSCG00000011137,GDI2,94.18181818181819,44
ENSSSCG00000011141,CALML5,98.27272727272727,44
ENSSSCG00000011145,ASB13,66.1590909090909,44
ENSSSCG00000011147,ENSSSCG00000011147,25.454545454545453,44
ENSSSCG00000011157,PITRM1,88.38636363636364,44
ENSSSCG00000011158,PFKP,413.22727272727275,44
ENSSSCG00000011160,ADARB2,93.1590909090909,44
ENSSSCG00000011162,ENSSSCG00000011162,184.95454545454547,44
ENSSSCG00000011163,DIP2C,140.1818181818182,44
ENSSSCG00000011166,ZMYND11,365.8181818181818,44
ENSSSCG00000011167,ZNF782,13.431818181818182,41
ENSSSCG00000011168,ZNF510,17.90909090909091,43
ENSSSCG00000011169,PRXL2C,53.90909090909091,44
ENSSSCG00000011171,CTSV,57.68181818181818,44
ENSSSCG00000011176,SUSD4,276.8636363636364,44
ENSSSCG00000011178,CPNE4,19.022727272727273,42
ENSSSCG00000011179,MRPL3,18.772727272727273,42
ENSSSCG00000011182,ASTE1,70.81818181818181,44
ENSSSCG00000011183,ATP2C1,37.04545454545455,44
ENSSSCG00000011186,COL6A5,71.86363636363636,44
ENSSSCG00000011190,METTL6,50.0,44
ENSSSCG00000011192,HACL1,44.59090909090909,43
ENSSSCG00000011194,ANKRD28,266.27272727272725,44
ENSSSCG00000011195,GALNT15,53.13636363636363,44
ENSSSCG00000011197,OXNAD1,83.8409090909091,44
ENSSSCG00000011199,TBC1D5,3.909090909090909,38
ENSSSCG00000011201,SATB1,269.8863636363636,44
ENSSSCG00000011204,KCNH8,128.54545454545453,44
ENSSSCG00000011205,EFHB,24.795454545454547,44
ENSSSCG00000011206,ENSSSCG00000011206,11.818181818181818,44
ENSSSCG00000011207,SGO1,97.22727272727273,44
ENSSSCG00000011208,ZNF385D,87.9090909090909,44
ENSSSCG00000011212,RARB,137.4318181818182,44
ENSSSCG00000011213,TOP2B,264.77272727272725,44
ENSSSCG00000011215,OXSM,62.68181818181818,44
ENSSSCG00000011216,LRRC3B,18.227272727272727,41
ENSSSCG00000011217,NEK10,73.5,44
ENSSSCG00000011218,SLC4A7,274.4318181818182,44
ENSSSCG00000011226,TGFBR2,83.95454545454545,44
ENSSSCG00000011229,STT3B,122.75,44
ENSSSCG00000011230,OSBPL10,217.97727272727272,44
ENSSSCG00000011233,DYNC1LI1,156.72727272727272,44
ENSSSCG00000011234,CMTM7,40.54545454545455,44
ENSSSCG00000011235,UBP1,240.25,44
ENSSSCG00000011236,CLASP2,167.1590909090909,44
ENSSSCG00000011237,ENSSSCG00000011237,23.65909090909091,43
ENSSSCG00000011238,ARPP21,94.13636363636364,44
ENSSSCG00000011239,TRANK1,24.15909090909091,42
ENSSSCG00000011241,DCLK3,33.90909090909091,44
ENSSSCG00000011243,GOLGA4,45.29545454545455,42
ENSSSCG00000011245,ITGA9,13.659090909090908,43
ENSSSCG00000011246,VILL,43.04545454545455,44
ENSSSCG00000011249,DLEC1,11.704545454545455,40
ENSSSCG00000011250,ACAA1,3.3181818181818183,32
ENSSSCG00000011251,MYD88,12.340909090909092,44
ENSSSCG00000011253,ENSSSCG00000011253,85.88636363636364,44
ENSSSCG00000011254,XYLB,42.20454545454545,44
ENSSSCG00000011255,SLC22A14,37.72727272727273,44
ENSSSCG00000011256,SLC22A13,20.272727272727273,42
ENSSSCG00000011257,ACVR2B,138.97727272727272,44
ENSSSCG00000011258,EXOG,12.386363636363637,43
ENSSSCG00000011259,SCN5A,106.93181818181819,44
ENSSSCG00000011260,SCN10A,34.75,42
ENSSSCG00000011261,WDR48,24.5,42
ENSSSCG00000011263,TTC21A,112.29545454545455,44
ENSSSCG00000011264,CSRNP1,220.4318181818182,44
ENSSSCG00000011269,MYRIP,89.1590909090909,44
ENSSSCG00000011270,EIF1B,51.02272727272727,44
ENSSSCG00000011272,RPL14,47.43181818181818,44
ENSSSCG00000011274,CTNNB1,125.97727272727273,44
ENSSSCG00000011277,CCK,103.45454545454545,44
ENSSSCG00000011278,TRAK1,151.0681818181818,44
ENSSSCG00000011279,LYZL4,45.29545454545455,43
ENSSSCG00000011280,VIPR1,112.52272727272727,44
ENSSSCG00000011284,NKTR,38.79545454545455,43
ENSSSCG00000011286,KLHL40,19.386363636363637,42
ENSSSCG00000011287,HHATL,2.5454545454545454,36
ENSSSCG00000011290,HIGD1A,92.3409090909091,44
ENSSSCG00000011292,ZNF662,52.75,44
ENSSSCG00000011293,POMGNT2,18.65909090909091,42
ENSSSCG00000011294,ENSSSCG00000011294,34.11363636363637,42
ENSSSCG00000011295,SNRK,58.93181818181818,44
ENSSSCG00000011296,ANO10,53.09090909090909,43
ENSSSCG00000011297,ABHD5,2.5681818181818183,32
ENSSSCG00000011298,CDCP1,196.22727272727272,44
ENSSSCG00000011299,CLEC3B,31.59090909090909,42
ENSSSCG00000011300,EXOSC7,104.63636363636364,44
ENSSSCG00000011304,ZNF197,11.886363636363637,41
ENSSSCG00000011306,ZNF502,33.31818181818182,44
ENSSSCG00000011307,ENSSSCG00000011307,35.04545454545455,44
ENSSSCG00000011309,KIF15,71.1590909090909,44
ENSSSCG00000011310,ZNF660,7.954545454545454,37
ENSSSCG00000011312,LARS2,27.886363636363637,44
ENSSSCG00000011313,LIMD1,85.06818181818181,44
ENSSSCG00000011314,LZTFL1,19.636363636363637,41
ENSSSCG00000011316,CCR9,35.86363636363637,44
ENSSSCG00000011317,ENSSSCG00000011317,33.56818181818182,43
ENSSSCG00000011318,CXCR6,10.431818181818182,44
ENSSSCG00000011322,CCR1,32.40909090909091,44
ENSSSCG00000011324,ENSSSCG00000011324,56.68181818181818,44
ENSSSCG00000011325,MYL3,79.36363636363636,44
ENSSSCG00000011326,PTH1R,91.79545454545455,44
ENSSSCG00000011327,PRSS50,77.81818181818181,44
ENSSSCG00000011329,CCDC12,219.61363636363637,44
ENSSSCG00000011330,NBEAL2,18.272727272727273,42
ENSSSCG00000011334,ENSSSCG00000011334,33.77272727272727,43
ENSSSCG00000011336,ELP6,133.4090909090909,44
ENSSSCG00000011340,SMARCC1,180.8181818181818,44
ENSSSCG00000011342,DHX30,35.40909090909091,44
ENSSSCG00000011344,ENSSSCG00000011344,23.545454545454547,43
ENSSSCG00000011346,PLXNB1,190.4318181818182,44
ENSSSCG00000011347,NME6,3.0454545454545454,29
ENSSSCG00000011349,ENSSSCG00000011349,42.77272727272727,44
ENSSSCG00000011351,TMA7,57.09090909090909,44
ENSSSCG00000011353,PFKFB4,25.386363636363637,44
ENSSSCG00000011355,ENSSSCG00000011355,124.43181818181819,44
ENSSSCG00000011356,UQCRC1,151.0,44
ENSSSCG00000011357,SHISA5,111.95454545454545,44
ENSSSCG00000011358,TREX1,59.93181818181818,44
ENSSSCG00000011359,ATRIP,29.65909090909091,42
ENSSSCG00000011360,CELSR3,343.72727272727275,44
ENSSSCG00000011361,SLC26A6,133.0909090909091,44
ENSSSCG00000011362,TMEM89,25.522727272727273,39
ENSSSCG00000011363,PRKAR2A,197.27272727272728,44
ENSSSCG00000011364,NCKIPSD,138.3181818181818,44
ENSSSCG00000011366,SLC25A20,74.11363636363636,44
ENSSSCG00000011367,ARIH2,81.79545454545455,44
ENSSSCG00000011368,P4HTM,68.56818181818181,44
ENSSSCG00000011369,WDR6,72.8409090909091,44
ENSSSCG00000011371,NDUFAF3,1.0227272727272727,29
ENSSSCG00000011373,IMPDH2,98.63636363636364,44
ENSSSCG00000011375,USP19,131.70454545454547,44
ENSSSCG00000011376,IHO1,9.840909090909092,39
ENSSSCG00000011377,LAMB2,95.72727272727273,44
ENSSSCG00000011378,CCDC71,99.86363636363636,44
ENSSSCG00000011379,KLHDC8B,60.31818181818182,44
ENSSSCG00000011382,USP4,149.54545454545453,44
ENSSSCG00000011384,BSN,15.522727272727273,42
ENSSSCG00000011385,APEH,47.25,43
ENSSSCG00000011386,MST1,42.31818181818182,43
ENSSSCG00000011387,RNF123,146.6818181818182,44
ENSSSCG00000011389,AMIGO3,38.97727272727273,44
ENSSSCG00000011390,IP6K1,144.5909090909091,44
ENSSSCG00000011391,CDHR4,3.6363636363636362,39
ENSSSCG00000011393,UBA7,45.27272727272727,44
ENSSSCG00000011394,RBM6,45.68181818181818,43
ENSSSCG00000011395,RBM5,29.477272727272727,43
ENSSSCG00000011397,SLC38A3,36.93181818181818,42
ENSSSCG00000011398,SEMA3F,116.06818181818181,44
ENSSSCG00000011399,GNAI2,53.72727272727273,44
ENSSSCG00000011400,SEMA3B,49.06818181818182,44
ENSSSCG00000011401,LSMEM2,31.5,44
ENSSSCG00000011402,HYAL3,127.75,44
ENSSSCG00000011404,NAA80,10.295454545454545,42
ENSSSCG00000011405,HYAL2,150.0681818181818,44
ENSSSCG00000011407,RASSF1,126.88636363636364,44
ENSSSCG00000011408,ZMYND10,82.04545454545455,44
ENSSSCG00000011410,CYB561D2,62.61363636363637,44
ENSSSCG00000011412,CACNA2D2,230.02272727272728,44
ENSSSCG00000011415,MAPKAPK3,32.93181818181818,44
ENSSSCG00000011416,DOCK3,156.22727272727272,44
ENSSSCG00000011417,DCAF1,112.27272727272727,44
ENSSSCG00000011420,RBM15B,137.13636363636363,44
ENSSSCG00000011423,GRM2,39.09090909090909,44
ENSSSCG00000011424,TEX264,39.54545454545455,44
ENSSSCG00000011425,RAD54L2,1.5681818181818181,33
ENSSSCG00000011426,POC1A,132.72727272727272,44
ENSSSCG00000011432,GLYCTK,52.61363636363637,42
ENSSSCG00000011433,WDR82,191.04545454545453,44
ENSSSCG00000011434,PPM1M,39.02272727272727,41
ENSSSCG00000011435,TWF2,140.8181818181818,44
ENSSSCG00000011436,TLR9,113.81818181818181,44
ENSSSCG00000011437,ALAS1,30.522727272727273,44
ENSSSCG00000011438,BAP1,6.0227272727272725,39
ENSSSCG00000011439,PHF7,110.3409090909091,44
ENSSSCG00000011440,SEMA3G,75.20454545454545,44
ENSSSCG00000011441,TNNC1,25.5,42
ENSSSCG00000011442,NISCH,58.0,44
ENSSSCG00000011443,STAB1,29.818181818181817,44
ENSSSCG00000011444,NT5DC2,216.8409090909091,44
ENSSSCG00000011446,NEK4,61.18181818181818,44
ENSSSCG00000011447,SPCS1,0.5909090909090909,23
ENSSSCG00000011448,GLT8D1,34.59090909090909,44
ENSSSCG00000011449,GNL3,6.704545454545454,40
ENSSSCG00000011450,ITIH1,9.840909090909092,41
ENSSSCG00000011451,ITIH3,39.75,43
ENSSSCG00000011453,ITIH4,71.43181818181819,44
ENSSSCG00000011454,SFMBT1,406.54545454545456,44
ENSSSCG00000011455,CACNA1D,8.386363636363637,44
ENSSSCG00000011456,CHDH,101.02272727272727,44
ENSSSCG00000011458,ACTR8,95.04545454545455,44
ENSSSCG00000011461,LRTM1,37.06818181818182,43
ENSSSCG00000011463,IL17RD,151.11363636363637,44
ENSSSCG00000011465,PDE12,40.36363636363637,44
ENSSSCG00000011467,DENND6A,116.54545454545455,44
ENSSSCG00000011470,ABHD6,58.77272727272727,44
ENSSSCG00000011471,FLNB,47.04545454545455,44
ENSSSCG00000011474,PXK,11.227272727272727,38
ENSSSCG00000011477,ACOX2,50.84090909090909,44
ENSSSCG00000011482,CFAP20DC,85.38636363636364,44
ENSSSCG00000011485,PTPRG,9.25,44
ENSSSCG00000011486,CEP15,39.77272727272727,43
ENSSSCG00000011487,FEZF2,251.52272727272728,44
ENSSSCG00000011489,ENSSSCG00000011489,246.0909090909091,44
ENSSSCG00000011490,C3orf49,7.068181818181818,43
ENSSSCG00000011491,THOC7,2.9318181818181817,33
ENSSSCG00000011492,SNTN,21.727272727272727,42
ENSSSCG00000011493,ATXN7,86.38636363636364,44
ENSSSCG00000011494,PSMD6,156.79545454545453,44
ENSSSCG00000011495,PRICKLE2,143.8409090909091,44
ENSSSCG00000011496,ADAMTS9,182.86363636363637,44
ENSSSCG00000011497,MAGI1,218.79545454545453,44
ENSSSCG00000011498,SLC25A26,29.59090909090909,42
ENSSSCG00000011499,LRIG1,233.3181818181818,44
ENSSSCG00000011500,KBTBD8,48.38636363636363,43
ENSSSCG00000011501,SUCLG2,76.0909090909091,44
ENSSSCG00000011504,EOGT,187.72727272727272,44
ENSSSCG00000011506,UBA3,96.52272727272727,44
ENSSSCG00000011510,TMF1,122.88636363636364,44
ENSSSCG00000011511,FRMD4B,189.11363636363637,44
ENSSSCG00000011514,MITF,36.34090909090909,44
ENSSSCG00000011516,EIF4E3,201.47727272727272,44
